LaptopId,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
23,254,Acer,aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,intel core i3 7130u 2.7ghz,4GB,256GB SSD,nvidia geforce 130mx,Windows 10,3kg,702.0
24,1065,Dell,xps 13,Ultrabook,13.3,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.29kg,1458.0
25,81,Apple,"macbook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,intel core i5 1.3ghz,8GB,512GB SSD,intel hd graphics 615,macOS,0.92kg,1510.0
26,791,Vero,k146 (n3350/4gb/32gb/w10),Notebook,14.0,1920x1080,intel celeron dual core n3350 1.1ghz,4GB,32GB Flash Storage,intel hd graphics 500,Windows 10,1.22kg,202.9
27,10,HP,250 g6,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4GB,500GB HDD,intel hd graphics 620,No OS,1.86kg,393.9
28,1170,HP,250 g5,Notebook,15.6,Full HD 1920x1080,intel core i7 6500u 2.5ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.96kg,679.0
29,244,Lenovo,yoga 910-13ikb,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.38kg,1079.0
30,1091,HP,250 g6,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,1TB HDD,intel hd graphics 520,No OS,1.86kg,345.99
31,48,Dell,inspiron 3567,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,4GB,256GB SSD,amd radeon r5 m430,Windows 10,2.3kg,639.0
32,76,Lenovo,ideapad 320-15ikbn,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,2TB HDD,intel hd graphics 620,No OS,2.2kg,519.0
33,488,Lenovo,thinkpad x270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,16GB,512GB SSD,intel hd graphics 620,Windows 10,1.36kg,1798.0
34,1203,Dell,xps 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16GB,512GB SSD,intel hd graphics 620,Windows 10,1.2kg,2680.0
35,589,Asus,rog strix,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i5 7300hq 2.5ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,2.73kg,1770.0
36,211,Asus,rog gl703vd-gc028t,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.9kg,1407.0
37,737,Dell,inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8GB,1TB HDD,intel uhd graphics 620,Windows 10,1.55kg,659.0
38,131,Dell,inspiron 3567,Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,4GB,1TB HDD,amd radeon r5 m430,Windows 10,2.2kg,449.0
39,555,Asus,a541na-go342 (n3350/4gb/500gb/linux),Notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4GB,500GB HDD,intel hd graphics 500,Linux,2kg,224.0
40,248,HP,probook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,intel core i5 8250u 1.6ghz,4GB,500GB HDD,intel uhd graphics 620,Windows 10,1.49kg,675.0
41,626,Mediacom,smartbook 140,Notebook,14.0,Full HD 1920x1080,intel atom x5-z8350 1.44ghz,2GB,32GB Flash Storage,intel hd graphics,Windows 10,1.4kg,239.0
42,67,HP,stream 14-ax040wm,Notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,4GB,32GB SSD,intel hd graphics 400,Windows 10,1.44kg,229.0
43,294,Lenovo,v330-15ikb (i5-8250u/8gb/256gb/fhd/w10),Notebook,15.6,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,2.05kg,739.0
44,1089,Acer,aspire es1-523,Notebook,15.6,1366x768,amd a8 7410 2.2ghz,4GB,500GB HDD,amd radeon r5,Windows 10,2.4kg,387.0
45,715,Lenovo,thinkpad e470,Notebook,14.0,IPS Panel Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,nvidia geforce 920mx,Windows 10,1.87kg,857.07
46,707,Lenovo,thinkpad p51s,Workstation,15.6,Full HD 1920x1080,intel core i7 6500u 2.5ghz,16GB,512GB SSD,nvidia quadro m520m,Windows 7,2.18kg,1855.0
47,749,HP,zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,intel xeon e3-1535m v5 2.9ghz,16GB,256GB SSD,nvidia quadro m2000m,Windows 7,3kg,4389.0
48,1191,Samsung,chromebook plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,samsung cortex a72&a53 2.0ghz,4GB,32GB Flash Storage,arm mali t860 mp4,Chrome OS,1.15kg,659.0
49,775,Asus,q524uq-bhi7t15 (i7-7500u/12gb/2tb/geforce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12GB,2TB HDD,nvidia geforce 940mx,Windows 10,2.3kg,839.0
50,31,Asus,e402wa-ga010t (e2-6110/2gb/32gb/w10),Notebook,14.0,1366x768,amd e2 6110 1.5ghz,2GB,32GB Flash Storage,amd radeon r2,Windows 10,1.65kg,199.0
51,635,Asus,vivobook pro,Notebook,15.6,Full HD 1920x1080,intel core i5 7300hq 2.5ghz,8GB,1TB HDD,nvidia geforce 1050,Windows 10,1.99kg,906.62
52,617,HP,elitebook 850,Ultrabook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,512GB SSD,intel hd graphics 620,Windows 10,1.84kg,1389.0
53,247,Asus,rog g701vik-ba060t,Gaming,17.3,Full HD 1920x1080,intel core i7 7820hk 2.9ghz,16GB,256GB SSD,nvidia geforce 1080,Windows 10,3.6kg,2999.0
54,830,Razer,blade pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,intel core i7 7820hk 2.9ghz,32GB,512GB SSD,nvidia geforce 1080,Windows 10,3.49kg,5499.0
55,987,Lenovo,legion y520-15ikbn,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,2.5kg,1189.0
56,32,HP,17-ak001nv (a6-9220/4gb/500gb/radeon,Notebook,17.3,Full HD 1920x1080,amd a6 9220 2.5ghz,4GB,500GB HDD,amd radeon 530,Windows 10,2.71kg,439.0
57,1084,Dell,vostro 3568,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,2.18kg,750.0
58,195,HP,probook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,1TB HDD,nvidia geforce 930mx,Windows 10,2.5kg,914.0
59,601,HP,probook 450,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,500GB HDD,intel hd graphics 620,Windows 10,2.1kg,668.48
60,790,Asus,fx502vm-dm560t (i7-7700hq/8gb/1tb,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,2.24kg,1339.0
61,56,HP,15-bs002nv (i3-6006u/4gb/128gb/fhd/w10),Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,1.91kg,439.0
62,94,Asus,zenbook ux430ua,Ultrabook,14.0,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.25kg,1049.0
63,1216,Acer,e5 774g,Notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,4GB,1TB HDD,nvidia geforce 940mx,Windows 10,3.3kg,598.0
64,787,Lenovo,legion y520-15ikbn,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,4GB,1TB HDD,nvidia geforce 1050,Windows 10,2.4kg,999.0
65,868,Acer,tmx349-g2-m-50fs (i5-7200u/8gb/256gb/fhd/w10),Notebook,14.0,IPS Panel Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.56kg,902.0
66,285,Acer,sp315-51 (i7-7500u/12gb/1tb/fhd/w10),Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12GB,1TB HDD,intel hd graphics 620,Windows 10,2.15kg,659.0
67,464,Lenovo,thinkpad p51,Notebook,15.6,Full HD 1920x1080,intel core i7 7820hq 2.9ghz,8GB,256GB SSD,nvidia quadro m2200m,Windows 10,2.67kg,2090.0
68,729,HP,15-bw037na (a9-9420/4gb/1tb/radeon,Notebook,15.6,Full HD 1920x1080,amd a9 9420 3ghz,4GB,1TB HDD,amd radeon 520,Windows 10,2.1kg,489.0
69,805,HP,elitebook 820,Netbook,12.5,1366x768,intel core i5 7300u 2.6ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.26kg,1389.0
70,1015,Toshiba,portege a30-c-1cz,Notebook,13.3,1366x768,intel core i5 6200u 2.3ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.5kg,1210.0
71,142,Lenovo,legion y520-15ikbn,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,256GB SSD,nvidia geforce 1050m,No OS,2.4kg,869.0
72,674,HP,pavilion x360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4GB,128GB SSD,nvidia geforce 940mx,Windows 10,1.63kg,699.0
73,750,Lenovo,n23 (n3060/4gb/128gb/w10),Netbook,11.6,Touchscreen 1366x768,intel celeron dual core n3060 1.6ghz,4GB,128GB SSD,intel hd graphics 400,Windows 10,1.4kg,475.0
74,452,HP,probook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,intel core i7 7820hq 2.9ghz,8GB,512GB SSD,intel hd graphics 620,Windows 10,2.31kg,1534.0
75,304,Asus,gl553ve-fy082t (i7-7700hq/8gb/1tb,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1050 ti,Windows 10,2.5kg,1265.0
76,1119,Asus,rog gl752vw-t4308t,Gaming,17.3,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 960m,Windows 10,3.52kg,1312.49
77,424,Dell,alienware 17,Gaming,17.3,IPS Panel 2560x1440,intel core i7 7820hk 2.9ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,4.42kg,2799.0
78,151,Dell,inspiron 7567,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,1.0TB Hybrid,nvidia geforce 1050,Windows 10,2.62kg,899.0
79,179,HP,spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.29kg,1499.0
80,139,HP,envy 13-ad007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,intel core i5 7200u 2.5ghz,4GB,256GB SSD,intel hd graphics 620,Windows 10,1.32kg,699.0
81,831,Lenovo,thinkpad x1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,intel core i7 6600u 2.6ghz,16GB,512GB SSD,intel hd graphics 520,Windows 10,1.1kg,2099.0
82,1058,Dell,inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12GB,256GB SSD,intel hd graphics 620,Windows 10,1.6kg,1299.0
83,422,HP,probook 650,Notebook,15.6,Full HD 1920x1080,intel core i7 7820hq 2.9ghz,8GB,256GB SSD,intel hd graphics 630,Windows 10,2.31kg,1427.0
84,72,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,256GB SSD,amd radeon 530,Windows 10,2.2kg,870.0
85,1272,Lenovo,ideapad 100s-14ibr,Notebook,14.0,1366x768,intel celeron dual core n3050 1.6ghz,2GB,64GB Flash Storage,intel hd graphics,Windows 10,1.5kg,229.0
86,753,Lenovo,thinkpad t460,Ultrabook,14.0,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,180GB SSD,intel hd graphics 520,Windows 10,1.7kg,1096.0
87,1240,Lenovo,ideapad 320-15abr,Notebook,15.6,Full HD 1920x1080,amd a12 9720p 2.7ghz,6GB,256GB SSD,amd radeon 530,Windows 10,2.2kg,597.57
88,780,Dell,alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,32GB,1TB SSD +  1TB HDD,nvidia geforce 1070m,Windows 10,4.42kg,3588.8
89,882,Asus,vivobook l402na,Notebook,14.1,1366x768,intel celeron dual core n3350 1.1ghz,4GB,32GB Flash Storage,intel hd graphics 500,Windows 10,1.65kg,348.0
90,281,Dell,inspiron 3567,Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,4GB,1TB HDD,amd radeon r5 m430,Linux,2.25kg,428.0
91,872,Toshiba,tecra a50-d-11d,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,2.0kg,1388.0
92,1143,HP,zbook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,intel core i7 6700hq 2.6ghz,8GB,256GB SSD,nvidia quadro m1000m,Windows 7,2.59kg,2229.0
93,233,Dell,vostro 5468,Notebook,14.0,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.6kg,859.0
94,436,HP,15-ra044nv (n3060/4gb/500gb/w10),Notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4GB,500GB HDD,intel hd graphics 400,Windows 10,2.1kg,347.0
95,287,Asus,vivobook s15,Ultrabook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,nvidia geforce 940mx,Windows 10,1.7kg,977.0
96,481,Dell,vostro 3568,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,1TB HDD,intel hd graphics 620,Windows 10,2.18kg,586.6
97,784,Lenovo,thinkpad t470s,Ultrabook,14.0,Full HD 1920x1080,intel core i7 7500u 2.7ghz,16GB,512GB SSD,intel hd graphics 620,Windows 10,1.7kg,2299.0
98,1147,Dell,vostro 5568,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,nvidia geforce 940mx,Windows 10,2.18kg,1009.9
99,939,Dell,alienware 17,Gaming,17.3,2560x1440,intel core i7 6820hk 2.7ghz,16GB,512GB SSD +  1TB HDD,nvidia geforce 1080,Windows 10,4.36kg,2758.0
100,394,Dell,inspiron 5567,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,amd radeon r7 m445,Linux,2.33kg,778.87
101,260,Dell,inspiron 5770,Notebook,17.3,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,128GB SSD +  1TB HDD,amd radeon 530,Windows 10,2.8kg,1142.0
102,575,Mediacom,smartbook 141,Notebook,14.0,Full HD 1920x1080,intel atom x5-z8350 1.44ghz,4GB,32GB SSD,intel hd graphics,Windows 10,1.4kg,249.0
103,772,Toshiba,tecra a40-c-1e5,Notebook,14.0,IPS Panel 1366x768,intel core i5 6200u 2.3ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,1.75kg,1020.0
104,148,MSI,ge72mvr 7rg,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,2.9kg,2029.0
105,472,Google,pixelbook (core,Ultrabook,12.3,Touchscreen 2400x1600,intel core i5 7y57 1.2ghz,8GB,128GB SSD,intel hd graphics 615,Chrome OS,1.1kg,1275.0
106,1004,Toshiba,portege z30-c-16h,Notebook,13.3,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,1.2kg,1195.0
107,286,Lenovo,thinkpad t570,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 630,Windows 10,1.95kg,1097.0
108,706,Acer,spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.6kg,999.0
109,134,HP,15-bs078nr (i7-7500u/8gb/1tb/w10),Notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8GB,1TB HDD,intel hd graphics 620,Windows 10,2.05kg,598.0
110,150,Dell,inspiron 5577,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,512GB SSD,nvidia geforce 1050,Windows 10,2.56kg,1249.26
111,1228,Lenovo,ideapad y700-15isk,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,16GB,128GB SSD +  1TB HDD,nvidia geforce 960m,Windows 10,2.6kg,1029.0
112,979,Asus,rog gl753ve-ds74,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1050 ti,Windows 10,2.99kg,1749.0
113,54,Acer,aspire 3,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,1TB HDD,intel hd graphics 620,Windows 10,2.4kg,384.0
114,1075,Lenovo,ideapad 300-17isk,Notebook,17.3,1600x900,intel core i5 6200u 2.3ghz,8GB,1.0TB HDD,amd radeon r5 m330,Windows 10,3.0kg,659.0
115,434,Lenovo,thinkpad p51,Notebook,15.6,Full HD 1920x1080,intel core i7 7820hq 2.9ghz,16GB,512GB SSD,nvidia quadro m2200m,Windows 10,2.5kg,2449.0
116,13,Dell,inspiron 3567,Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,4GB,256GB SSD,amd radeon r5 m430,Windows 10,2.2kg,498.9
117,426,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,256GB SSD +  2TB HDD,amd radeon 530,Windows 10,2.02kg,1142.4
118,968,Dell,alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,32GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,4.42kg,3149.0
119,698,Toshiba,portege z30t-c-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,intel core i7 6500u 2.5ghz,16GB,512GB SSD,intel hd graphics 520,Windows 10,1.36kg,1877.0
120,549,Lenovo,thinkpad t570,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,512GB SSD,intel hd graphics 620,Windows 10,1.99kg,1729.0
121,429,Mediacom,flexbook edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,intel celeron dual core n3350 1.1ghz,4GB,32GB SSD,intel hd graphics 500,Windows 10,1.16kg,299.0
122,156,Lenovo,yoga 520-14ikb,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4GB,256GB SSD,intel hd graphics 620,Windows 10,1.74kg,629.0
123,1124,Asus,vivobook max,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,1TB HDD,intel hd graphics 620,Windows 10,2kg,435.0
124,933,Lenovo,yoga 900-13isk,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,intel core i7 6560u 2.2ghz,16GB,1TB SSD,intel iris graphics 540,Windows 10,1.3kg,1799.0
125,439,Asus,vivobook max,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,4GB,256GB SSD,intel hd graphics 620,Linux,2kg,559.0
126,438,Lenovo,thinkpad t470s,Ultrabook,14.0,2560x1440,intel core i7 7500u 2.7ghz,24GB,512GB SSD,intel hd graphics 620,Windows 10,1.32kg,2382.0
127,1223,Dell,latitude e7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8GB,256GB SSD,intel hd graphics 520,Windows 7,1.26kg,1713.37
128,985,Dell,inspiron 3567,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4GB,500GB HDD,amd radeon r5 m430,Windows 10,2.25kg,599.0
129,147,Asus,x541na (n3350/4gb/1tb/fhd/w10),Notebook,15.6,Full HD 1920x1080,intel celeron dual core n3350 1.1ghz,4GB,1TB HDD,intel hd graphics 500,Windows 10,2kg,344.0
130,328,HP,elitebook 820,Ultrabook,12.5,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.26kg,1335.0
131,1133,HP,250 g6,Ultrabook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.84kg,752.0
132,540,Dell,xps 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,intel core i7 8550u 1.8ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.2kg,1399.0
133,264,Dell,inspiron 3567,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,1TB HDD,amd radeon r5 m430,Windows 10,2.24kg,565.0
134,632,Lenovo,v330-15ikb (i5-8250u/4gb/256gb/fhd/w10),Notebook,15.6,Full HD 1920x1080,intel core i5 8250u 1.6ghz,4GB,256GB SSD,intel uhd graphics 620,Windows 10,1.8kg,829.0
135,675,MSI,gp62 7rdx,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.4kg,1294.0
136,829,Acer,swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,intel core i3 7100u 2.4ghz,8GB,128GB SSD,intel hd graphics 620,Windows 10,1.5kg,619.0
137,291,Asus,fx753vd-gc071t (i7-7700hq/8gb/1tb/geforce,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,1TB HDD,nvidia geforce 1050,Windows 10,3kg,1187.0
138,1273,HP,15-ac110nv (i7-6500u/6gb/1tb/radeon,Notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,6GB,1TB HDD,amd radeon r5 m330,Windows 10,2.19kg,764.0
139,757,HP,zbook 15,Workstation,15.6,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,8GB,256GB SSD,nvidia quadro m1000m,Windows 7,2.59kg,1561.0
